mp_id,name,party,state,constituency,gender,age,education,attendance_pct,debates_count,total_questions_prs,total_questions_parsed,pvt_member_bills_count,profile_url,Health and Family Welfare,Agriculture and Farmers Welfare,Railways,Finance,Education,"Environment, Forest and Climate Change",Jal Shakti,Women and Child Development,Road Transport and Highways,Housing and Urban Affairs,Home Affairs,Commerce and Industry,Labour and Employment,Civil Aviation,Rural Development,"Consumer Affairs, Food and Public Distribution",AYUSH,Communications,Petroleum and Natural Gas,Textiles,Chemicals and Fertilizers,Law and Justice,"Fisheries, Animal Husbandry and Dairying",Tourism,Electronics and Information Technology,"Micro, Small and Medium Enterprises",Social Justice and Empowerment,Culture,Defence,New and Renewable Energy,Skill Development and Entrepreneurship,External Affairs,Youth Affairs and Sports,Human Resource Development,Power,Tribal Affairs,Information and Broadcasting,Coal,Prime Minister,Food Processing Industries,Corporate Affairs,Science and Technology,Minority Affairs,"Ports, Shipping and Waterways",Heavy Industries and Public Enterprises,Earth Sciences,Panchayati Raj,Mines,Steel,Statistics and Programme Implementation,Cooperation,Planning,Shipping,Development of North Eastern Region,Ayush,Consumer Affairs,Micro,Parliamentary Affairs,Heavy Industries,Statiscs and Programme Implementation,Atomic Energy,"Personnel, Public Grievances and Pensions",Space
kuldeep-rai-sharma,Kuldeep Rai Sharma,INC,Andaman and Nicobar Islands,Andaman and Nicobar Islands,Male,56 years,Professional Graduate,70,834,610,610,9,https://prsindia.org/mptrack/17-lok-sabha/kuldeep-rai-sharma,67,38,28,27,25,9,9,13,14,23,13,22,15,12,9,17,17,12,11,18,7,12,14,11,6,16,6,9,5,12,6,5,16,11,5,0,10,17,1,10,2,8,3,1,0,0,0,3,4,1,1,1,4,0,2,1,1,0,0,0,0,0,0
chinta-anuradha,Chinta Anuradha,YSRCP,Andhra Pradesh,Amalapuram,Female,51 years,Graduate,67,37,280,280,1,https://prsindia.org/mptrack/17-lok-sabha/chinta-anuradha,15,5,6,12,6,9,6,11,7,5,8,6,6,12,2,7,9,4,7,5,5,5,7,3,9,6,2,2,7,6,6,5,1,1,4,7,5,4,2,3,6,3,6,4,4,8,3,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
beesetti-venkata-satyavathi,Beesetti Venkata Satyavathi,YSRCP,Andhra Pradesh,Anakapalli,Female,57 years,Doctorate,85,76,299,299,0,https://prsindia.org/mptrack/17-lok-sabha/beesetti-venkata-satyavathi,14,13,9,13,12,9,7,6,8,6,9,7,8,10,4,6,10,5,5,6,8,7,5,7,7,9,1,5,3,11,6,1,2,0,3,6,2,5,4,6,7,1,4,5,5,4,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
talari-rangaiah,Talari Rangaiah,YSRCP,Andhra Pradesh,Anantapur,Male,53 years,Post Graduate,85,22,215,215,1,https://prsindia.org/mptrack/17-lok-sabha/talari-rangaiah,6,4,9,7,8,6,10,7,3,6,10,5,7,5,8,3,4,5,2,2,3,6,8,3,5,1,7,3,4,9,4,6,1,2,2,2,0,0,2,2,3,1,9,2,1,3,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
goddeti-madhavi,Goddeti Madhavi,YSRCP,Andhra Pradesh,Araku,Female,31 years,Graduate,86,40,171,171,0,https://prsindia.org/mptrack/17-lok-sabha/goddeti-madhavi,7,9,0,8,11,4,0,4,3,8,7,7,3,9,1,5,3,7,1,3,5,2,7,1,4,3,3,4,3,3,3,1,0,0,0,9,1,0,1,4,4,1,3,3,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
suresh-nandigam,Suresh Nandigam,YSRCP,Andhra Pradesh,Bapatla,Male,47 years,Matric,35,2,8,8,0,https://prsindia.org/mptrack/17-lok-sabha/suresh-nandigam,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-reddeppa,N. Reddeppa,YSRCP,Andhra Pradesh,Chittoor,Male,72 years,Post Graduate,82,25,331,331,0,https://prsindia.org/mptrack/17-lok-sabha/n-reddeppa,16,19,11,11,15,13,14,12,7,16,8,10,6,9,6,15,6,10,5,3,6,2,8,5,4,8,5,8,8,10,5,1,2,5,2,3,4,3,3,3,5,2,5,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sridhar-kotagiri,Sridhar Kotagiri,YSRCP,Andhra Pradesh,Eluru,Male,50 years,Graduate,76,25,312,312,0,https://prsindia.org/mptrack/17-lok-sabha/sridhar-kotagiri,15,23,13,20,7,20,10,6,8,10,7,10,0,8,4,11,5,7,4,2,5,6,4,3,5,1,5,4,11,11,4,2,3,5,6,7,1,4,1,3,6,1,4,3,3,3,1,2,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0
jayadev-galla,Jayadev Galla,TDP,Andhra Pradesh,Guntur,Male,57 years,Graduate,87,89,314,314,0,https://prsindia.org/mptrack/17-lok-sabha/jayadev-galla,13,17,10,20,14,11,4,11,9,16,7,13,5,7,8,7,4,3,3,6,4,6,6,3,4,5,7,3,10,5,5,6,2,8,3,5,4,4,5,4,4,3,5,5,1,1,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
kuruva-gorantla-madhav,Kuruva Gorantla Madhav,YSRCP,Andhra Pradesh,Hindupur,Male,54 years,Professional Graduate,71,40,306,306,0,https://prsindia.org/mptrack/17-lok-sabha/kuruva-gorantla-madhav,18,13,9,15,7,8,10,7,7,7,12,6,6,12,6,11,7,6,6,8,4,6,8,6,5,8,1,6,3,4,4,6,1,2,3,8,4,3,6,3,6,0,3,5,3,2,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0
ys-avinash-reddy,Y.S. Avinash Reddy,YSRCP,Andhra Pradesh,Kadapa,Male,39 years,Professional Post Graduate,42,1,365,365,0,https://prsindia.org/mptrack/17-lok-sabha/ys-avinash-reddy,32,26,18,32,9,6,23,14,8,8,3,13,5,6,14,5,6,10,2,12,11,2,6,6,5,5,5,3,2,5,6,1,0,8,10,2,5,5,1,2,0,2,1,4,3,2,1,0,1,0,3,1,4,0,0,1,0,0,0,0,0,0,0
vanga-geethaviswanatham,Geetha Viswanath Vanga,YSRCP,Andhra Pradesh,Kakinada,Female,59 years,Post Graduate,69,77,346,346,1,https://prsindia.org/mptrack/17-lok-sabha/vanga-geethaviswanatham,20,15,11,16,13,16,13,10,11,9,19,9,7,6,6,9,5,8,10,9,6,11,5,3,10,3,2,5,9,2,6,6,5,7,3,3,3,2,4,4,0,4,4,2,1,0,3,0,3,0,0,4,3,0,1,0,0,0,0,0,0,0,0
sanjeev-kumar-ayushman,Sanjeev Kumar Ayushman,YSRCP,Andhra Pradesh,Kurnool,Male,57 years,Doctorate,68,19,243,243,6,https://prsindia.org/mptrack/17-lok-sabha/sanjeev-kumar-ayushman,20,11,7,5,15,4,4,5,7,10,7,9,5,13,3,5,4,5,1,12,11,5,5,2,2,5,6,5,1,2,3,3,0,0,1,4,0,3,4,3,3,0,7,3,2,2,1,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
balashowry-vallabbhaneni,Balashowry Vallabbhaneni,YSRCP,Andhra Pradesh,Machilipatnam,Male,55 years,Graduate,76,16,316,316,0,https://prsindia.org/mptrack/17-lok-sabha/balashowry-vallabbhaneni,24,15,13,27,10,7,11,7,7,8,6,14,4,8,9,6,5,3,8,5,8,4,15,3,4,3,2,2,4,7,3,4,2,9,3,2,2,2,3,3,2,0,3,8,3,3,1,4,1,0,2,3,1,0,0,1,2,0,0,0,0,0,0
pocha-brahmananda-reddy,Pocha. Brahmananda Reddy,YSRCP,Andhra Pradesh,Nandyal,Male,66 years,Post Graduate,68,22,271,271,0,https://prsindia.org/mptrack/17-lok-sabha/pocha-brahmananda-reddy,14,20,5,11,19,11,11,0,3,11,4,18,3,10,4,4,11,8,4,8,18,2,8,4,5,6,0,1,3,4,2,0,1,0,3,4,4,1,1,1,6,1,3,2,2,2,0,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0
lavu-sri-krishna-devarayalu,Lavu Sri Krishna Devarayalu,YSRCP,Andhra Pradesh,Narasaraopet,Male,40 years,Professional Post Graduate,82,81,285,285,7,https://prsindia.org/mptrack/17-lok-sabha/lavu-sri-krishna-devarayalu,17,12,11,15,13,9,7,5,6,8,5,10,14,8,8,7,6,6,6,6,8,9,4,2,3,5,6,1,2,8,1,6,0,4,5,3,2,2,4,5,6,1,3,4,2,0,0,2,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0
kanumuru-raghu-rama-krishna-raju,Kanumuru Raghu Rama Krishna Raju,YSRCP,Andhra Pradesh,Narsapuram,Male,61 years,Professional Post Graduate,98,75,376,376,1,https://prsindia.org/mptrack/17-lok-sabha/kanumuru-raghu-rama-krishna-raju,24,26,18,38,10,5,16,9,10,9,11,15,4,4,10,9,8,7,9,12,16,9,6,5,11,7,2,2,5,6,4,2,0,2,8,2,4,2,3,5,3,0,1,4,4,1,0,0,2,1,0,2,2,0,1,0,0,0,0,0,0,0,0
adala-prabhakara-reddy,Adala Prabhakara Reddy,YSRCP,Andhra Pradesh,Nellore,Male,75 years,Inter/ Higher Secondary,58,2,232,232,0,https://prsindia.org/mptrack/17-lok-sabha/adala-prabhakara-reddy,10,7,8,13,8,9,7,3,3,8,4,6,5,13,5,7,11,7,8,5,6,4,5,5,1,4,1,2,3,3,1,0,1,3,1,3,4,4,3,2,5,0,1,5,10,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
magunta-srinivasulu-reddy,Magunta Srinivasulu Reddy,YSRCP,Andhra Pradesh,Ongole,Male,70 years,Graduate,71,32,379,379,0,https://prsindia.org/mptrack/17-lok-sabha/magunta-srinivasulu-reddy,22,9,10,14,13,21,8,13,8,14,4,13,7,12,9,6,8,12,5,6,10,3,15,9,6,2,7,7,7,6,9,1,1,2,8,9,0,6,6,7,5,4,4,11,4,5,3,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
margani-bharat-ram,Margani Bharat Ram,YSRCP,Andhra Pradesh,Rajahmundry,Male,41 years,Graduate,66,46,286,286,1,https://prsindia.org/mptrack/17-lok-sabha/margani-bharat-ram,16,16,10,8,8,13,11,8,5,7,9,11,8,13,6,7,6,10,17,4,5,9,2,3,2,3,6,7,5,2,3,6,2,1,2,3,7,2,3,4,3,0,0,6,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pv-midhun-reddy,P.V. Midhun Reddy,YSRCP,Andhra Pradesh,Rajampet,Male,46 years,Professional Post Graduate,68,33,341,341,2,https://prsindia.org/mptrack/17-lok-sabha/pv-midhun-reddy,20,11,12,20,13,14,11,9,8,12,5,10,5,9,11,13,5,3,7,3,10,4,5,4,9,8,3,7,8,6,7,4,3,3,5,1,2,2,5,4,8,2,4,6,7,4,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ram-mohan-naidu-kinjarapu,Ram Mohan Naidu Kinjarapu,TDP,Andhra Pradesh,Srikakulam,Male,36 years,Professional Post Graduate,84,85,285,285,3,https://prsindia.org/mptrack/17-lok-sabha/ram-mohan-naidu-kinjarapu,25,6,14,13,9,12,5,17,5,9,14,7,7,4,9,2,1,7,4,4,3,3,7,2,6,2,3,3,11,4,3,4,12,3,1,4,0,0,2,3,0,1,4,3,1,5,5,0,8,0,0,3,3,0,0,0,1,1,0,0,0,0,0
balli-durga-prasad-rao,Balli Durga Prasad Rao,YSRCP,Andhra Pradesh,Tirupati,Male,67 years,Graduate,79,11,46,46,0,https://prsindia.org/mptrack/17-lok-sabha/balli-durga-prasad-rao,1,1,3,1,0,3,0,1,3,0,3,0,1,1,5,2,0,0,0,0,0,0,0,3,2,0,1,1,0,0,1,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
maddila-gurumoorthy,Maddila Gurumoorthy,YSRCP,Andhra Pradesh,Tirupati,Male,38 years,Graduate,79,24,199,199,0,https://prsindia.org/mptrack/17-lok-sabha/maddila-gurumoorthy,11,5,6,8,6,9,3,6,8,6,4,5,2,7,2,5,4,5,3,1,3,4,7,6,6,3,3,4,2,7,5,2,0,0,0,4,4,1,1,3,5,1,4,6,3,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kesineni-srinivas,Kesineni Srinivas,TDP,Andhra Pradesh,Vijayawada,Male,58 years,Matric,81,27,215,215,3,https://prsindia.org/mptrack/17-lok-sabha/kesineni-srinivas,22,5,7,15,5,5,5,8,10,1,19,6,5,5,7,4,4,4,4,3,2,2,1,4,5,5,5,3,2,4,3,1,2,5,1,1,5,1,1,1,2,2,0,3,1,1,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1
mvv-satyanarayana,M.V.V. Satyanarayana,YSRCP,Andhra Pradesh,Visakhapatnam,Male,57 years,Graduate,63,6,228,228,0,https://prsindia.org/mptrack/17-lok-sabha/mvv-satyanarayana,13,6,3,11,11,3,2,3,4,19,10,8,4,20,2,8,3,5,4,3,5,5,10,4,2,7,3,2,5,4,2,1,0,0,1,5,2,2,2,2,5,0,5,3,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bellana-chandra-sekhar,Bellana Chandra Sekhar,YSRCP,Andhra Pradesh,Vizianagaram,Male,62 years,Graduate,71,31,310,310,0,https://prsindia.org/mptrack/17-lok-sabha/bellana-chandra-sekhar,12,23,5,5,10,3,4,5,4,20,4,12,2,24,5,5,24,3,4,6,3,4,4,5,7,6,0,9,4,4,3,2,2,3,2,4,3,11,8,4,18,2,6,3,3,3,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tapir-gao,Tapir Gao,BJP,Arunachal Pradesh,Arunachal East,Male,59 years,Post Graduate,93,42,102,102,0,https://prsindia.org/mptrack/17-lok-sabha/tapir-gao,8,2,1,5,1,3,2,3,7,4,3,1,1,4,3,1,2,1,1,1,9,1,2,0,1,2,2,2,3,0,0,2,0,1,6,0,1,1,2,0,3,0,0,1,0,0,0,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0
kiren-rijiju,Kiren Rijiju,BJP,Arunachal Pradesh,Arunachal West,Male,52 years,Professional Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/kiren-rijiju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horen-sing-bey,Horen Sing Bey,BJP,Assam,Autonomous District,Male,54 years,Graduate,78,3,6,6,0,https://prsindia.org/mptrack/17-lok-sabha/horen-sing-bey,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
abdul-khaleque,Abdul Khaleque,INC,Assam,Barpeta,Male,53 years,Post Graduate,91,68,279,279,8,https://prsindia.org/mptrack/17-lok-sabha/abdul-khaleque,12,13,14,8,6,12,20,14,7,2,27,10,5,2,3,3,6,3,5,7,0,4,0,6,2,2,4,3,4,0,3,8,2,2,1,8,3,1,2,0,3,0,12,4,1,0,3,0,2,2,0,4,1,12,0,0,0,1,0,0,0,0,0
badruddin-ajmal,Badruddin Ajmal,AIUDF,Assam,Dhubri,Male,68 years,Post Graduate,50,30,270,270,0,https://prsindia.org/mptrack/17-lok-sabha/badruddin-ajmal,28,10,10,12,13,5,13,13,6,3,5,8,8,5,12,5,2,5,6,5,2,12,3,3,0,4,2,3,0,3,4,4,3,3,2,0,1,1,0,3,4,2,9,1,3,2,0,3,1,6,0,1,2,8,0,1,0,0,0,0,0,0,0
rameswar-teli,Rameswar Teli,BJP,Assam,Dibrugarh,Male,53 years,Inter/ Higher Secondary,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/rameswar-teli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
queen-oja,Queen Oja,BJP,Assam,Gauhati,Female,73 years,Graduate,74,24,155,155,0,https://prsindia.org/mptrack/17-lok-sabha/queen-oja,10,4,11,5,5,5,7,4,3,2,6,3,4,4,3,4,2,7,3,3,4,0,3,4,3,7,0,5,2,5,1,1,0,1,1,1,1,2,1,1,0,0,2,1,0,2,1,1,2,0,1,1,3,3,0,0,0,0,0,0,0,0,0
topon-kumar-gogoi,Topon Kumar Gogoi,BJP,Assam,Jorhat,Male,54 years,Post Graduate,82,11,9,9,0,https://prsindia.org/mptrack/17-lok-sabha/topon-kumar-gogoi,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gourav-gogoi,Gourav Gogoi,INC,Assam,Kaliabor,Male,41 years,Post Graduate,76,78,245,245,5,https://prsindia.org/mptrack/17-lok-sabha/gourav-gogoi,21,12,2,6,9,18,4,11,4,7,23,6,8,9,5,4,1,4,4,2,3,4,0,4,6,2,3,5,1,5,4,8,0,1,5,4,2,7,1,0,0,3,4,1,3,2,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
kripanath-mallah,Kripanath Mallah,BJP,Assam,Karimganj,Male,50 years,Graduate,72,10,287,287,0,https://prsindia.org/mptrack/17-lok-sabha/kripanath-mallah,19,15,17,6,10,7,10,10,8,10,3,9,13,12,13,10,9,9,3,2,10,3,5,3,4,3,5,1,1,5,10,1,2,0,1,4,0,2,1,5,0,0,1,8,2,3,2,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0
naba-kumar-sarania-hira,Naba Kumar Sarania (Hira),I,Assam,Kokrajhar,Male,54 years,Inter/ Higher Secondary,80,39,213,213,0,https://prsindia.org/mptrack/17-lok-sabha/naba-kumar-sarania-hira,11,5,3,8,0,7,13,5,2,6,9,15,4,4,2,6,2,6,8,1,2,6,2,5,0,4,7,2,6,2,3,2,6,4,4,12,5,1,1,2,3,2,2,3,0,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
pradan-baruah,Pradan Baruah,BJP,Assam,Lakhimpur,Male,58 years,Diploma Course,85,0,15,15,0,https://prsindia.org/mptrack/17-lok-sabha/pradan-baruah,0,1,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dilip-saikia,Dilip Saikia,BJP,Assam,Mangaldoi,Male,50 years,Graduate,81,42,354,354,3,https://prsindia.org/mptrack/17-lok-sabha/dilip-saikia,16,15,14,9,11,10,11,11,12,12,8,13,12,8,9,5,10,11,4,15,10,7,9,6,7,7,8,7,3,6,6,2,5,3,4,7,0,1,2,3,0,0,1,2,2,1,3,0,2,2,0,1,3,14,2,1,1,0,0,0,0,0,0
pradyut-bordoloi,Pradyut Bordoloi,INC,Assam,Nawgong,Male,64 years,Post Graduate,82,31,256,256,3,https://prsindia.org/mptrack/17-lok-sabha/pradyut-bordoloi,27,12,5,12,8,18,10,3,4,5,17,9,11,1,7,6,0,4,9,6,2,5,0,1,9,3,4,0,1,3,2,4,5,0,7,5,1,3,2,0,0,1,3,1,5,2,0,1,1,4,0,0,1,5,0,1,0,0,0,0,0,0,0
rajdeep-roy,Rajdeep Roy,BJP,Assam,Silchar,Male,53 years,Doctorate,86,36,40,40,0,https://prsindia.org/mptrack/17-lok-sabha/rajdeep-roy,2,1,6,0,0,1,0,0,6,0,3,2,0,0,2,3,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
pallab-lochan-das,Pallab Lochan Das,BJP,Assam,Tezpur,Male,45 years,Graduate,79,14,133,133,0,https://prsindia.org/mptrack/17-lok-sabha/pallab-lochan-das,9,3,4,5,4,3,6,3,3,2,4,7,8,1,2,4,5,1,4,3,7,0,1,3,1,2,1,0,2,2,1,0,5,2,1,2,2,3,0,2,0,1,1,3,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
pradeep-kumar-singh,Pradeep Kumar Singh,BJP,Bihar,Araria,Male,59 years,Matric,96,34,286,286,0,https://prsindia.org/mptrack/17-lok-sabha/pradeep-kumar-singh,15,14,16,2,7,11,8,9,7,6,5,6,9,8,10,7,16,3,4,4,4,4,2,5,5,5,6,10,1,4,4,1,5,4,4,9,3,5,2,2,2,4,5,1,2,1,3,3,0,1,6,4,0,1,1,0,0,0,0,0,0,0,0
raj-kumar-singh,Raj Kumar Singh,BJP,Bihar,Arrah,Male,71 years,Professional Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/raj-kumar-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sushil-kumar-singh,Sushil Kumar Singh,BJP,Bihar,Aurangabad,Male,60 years,Post Graduate,95,87,204,204,5,https://prsindia.org/mptrack/17-lok-sabha/sushil-kumar-singh,22,10,3,12,10,14,6,2,4,7,8,10,4,3,6,8,2,1,3,0,2,7,3,0,1,2,2,1,0,5,1,2,1,2,7,0,2,7,1,1,0,1,0,1,0,0,3,0,6,4,3,4,0,0,0,0,0,0,0,0,0,0,0
giridhari-yadav,Giridhari Yadav,JD(U),Bihar,Banka,Male,62 years,Post Graduate,63,9,144,144,0,https://prsindia.org/mptrack/17-lok-sabha/giridhari-yadav,9,7,10,11,0,2,2,5,6,13,4,2,6,2,1,5,0,6,4,6,0,2,2,3,2,0,4,2,1,0,0,1,5,3,2,3,2,0,3,1,2,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
giriraj-singh,Giriraj Singh,BJP,Bihar,Begusarai,Male,71 years,Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/giriraj-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajay-kumar-mandal,Ajay Kumar Mandal,JD(U),Bihar,Bhagalpur,Male,53 years,Under Matric,34,25,226,226,0,https://prsindia.org/mptrack/17-lok-sabha/ajay-kumar-mandal,22,6,18,5,14,12,10,13,10,9,0,3,6,2,12,6,6,1,6,5,3,0,7,6,3,2,6,4,1,1,3,0,3,0,7,0,0,5,0,3,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ashwini-kumar-choubey,Ashwini Kumar Choubey,BJP,Bihar,Buxar,Male,71 years,Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/ashwini-kumar-choubey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gopal-jee-thakur,Gopal Jee Thakur,BJP,Bihar,Darbhanga,Male,54 years,Post Graduate,97,49,182,182,0,https://prsindia.org/mptrack/17-lok-sabha/gopal-jee-thakur,18,5,14,3,10,4,8,3,10,2,4,3,5,11,9,3,6,3,4,2,7,2,4,6,7,2,3,4,1,1,4,1,3,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vijay-kumar,Vijay Kumar,JD(U),Bihar,Gaya,Male,38 years,Inter/ Higher Secondary,84,20,142,142,0,https://prsindia.org/mptrack/17-lok-sabha/vijay-kumar,10,8,7,2,5,3,7,5,4,3,1,4,9,4,4,4,7,1,1,4,0,5,1,2,0,3,6,3,2,0,1,0,3,2,2,1,2,3,2,2,1,1,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
alok-kumar-suman,Alok Kumar Suman,JD(U),Bihar,Gopalganj,Male,66 years,Professional Graduate,97,104,270,270,15,https://prsindia.org/mptrack/17-lok-sabha/alok-kumar-suman,22,10,22,4,10,7,9,6,11,5,3,4,14,9,11,4,10,2,11,1,3,2,6,2,1,5,5,2,7,1,11,5,3,8,0,1,1,0,7,6,1,2,0,1,2,0,4,1,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0
pashu-pati-kumar-paras,Pashu Pati Kumar Paras,LJP,Bihar,Hajipur,Male,71 years,Professional Graduate,63,1,3,3,0,https://prsindia.org/mptrack/17-lok-sabha/pashu-pati-kumar-paras,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandeshwar-prasad,Chandeshwar Prasad,JD(U),Bihar,Jahanabad,Male,72 years,Matric,90,50,219,219,0,https://prsindia.org/mptrack/17-lok-sabha/chandeshwar-prasad,16,5,10,7,16,4,10,8,7,6,5,2,4,0,6,5,4,8,3,5,6,4,0,6,3,6,6,4,4,3,5,3,4,1,3,1,0,2,3,1,3,2,5,0,1,4,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
chirag-kumar-paswan,Chirag Kumar Paswan,LJP,Bihar,Jamui,Male,41 years,Professional Graduate,55,15,69,69,0,https://prsindia.org/mptrack/17-lok-sabha/chirag-kumar-paswan,2,1,5,2,3,4,0,2,2,2,3,1,0,1,1,2,3,2,3,2,3,0,1,3,1,0,1,2,1,2,0,0,3,2,2,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rampreet-mandal,Rampreet Mandal,JD(U),Bihar,Jhanjharpur,Male,68 years,Matric,89,21,35,35,0,https://prsindia.org/mptrack/17-lok-sabha/rampreet-mandal,3,3,1,3,1,3,3,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mahabali-singh,Mahabali Singh,JD(U),Bihar,Karakat,Male,68 years,Under Matric,98,45,226,226,0,https://prsindia.org/mptrack/17-lok-sabha/mahabali-singh,16,15,20,13,6,9,9,4,6,3,5,4,7,6,11,5,4,6,6,1,9,3,3,5,3,1,4,4,3,6,4,1,6,2,2,4,0,1,0,0,2,2,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
dulal-chandra-goswami,Dulal Chandra Goswami,JD(U),Bihar,Katihar,Male,56 years,Graduate,95,48,175,175,0,https://prsindia.org/mptrack/17-lok-sabha/dulal-chandra-goswami,5,10,8,4,0,5,8,5,6,3,4,2,9,7,3,3,3,5,6,2,9,4,4,7,1,2,4,6,0,4,5,1,5,0,3,1,1,1,1,0,1,0,2,2,2,3,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0
